,id,eid,formula,R1,R2,R3,F1,F2,F3,P0,P1,YM,YM_err,YS,YS_err,UTS,UTS_err,DAR,DAR_err,HV,HV_err,moe,moe_class,ph1,ph2,ph3,condition,comments,composition
195,196,Ti-30Nb-10Ta-5Zr-0.28O,Ti0.7274Zr0.0346Nb0.2027Ta0.0353,69,10.1016/j.actamat.2010.02.010,obbard2010,1,1,1,2800,,57.1,,400,,777,,,,,,10.57,meta,Ti-beta,Ti-alpha-dp,,ST-AC,"Powder metallurgy, sintering and hot-swaging. Stress-relieving anneal at 850 deg C (assumed to be followed by AC, given the remaining text). YS equals Y02%. Young modulus averaged over the main elastic costants E100, E110, E111 from Table 5.",Ti0.7274 Zr0.0346 Nb0.2027 Ta0.0353
196,197,Ti-30Nb-08Ta-5Zr-0.35O,Ti0.7413Zr0.0323Nb0.1986Ta0.0278,69,10.1016/j.actamat.2010.02.010,obbard2010,1,1,1,3500,,53.7,,435,,612,,,,,,10.13,meta,Ti-beta,Ti-alpha-dp,,ST-AC,"Powder metallurgy, sintering and hot-swaging. Stress-relieving anneal at 850 deg C (assumed to be followed by AC, given the remaining text). YS equals Y02%. Young modulus averaged over the main elastic costants E100, E110, E111 from Table 5.",Ti0.7413 Zr0.0323 Nb0.1986 Ta0.0278
197,198,at_Ti-5Mo-3Sn-1Fe-0.4O,Ti91.10Mo4.60Sn3.30Fe1.00,70,10.1016/j.jallcom.2020.155391,xu2020b,1,1,1,1222,59,52,,740,,1013,,15,,,,11.49,meta,Ti-beta,,,ST-WQ,Annealed at 900 deg C for 10 min then WQ. Mean grain size reported in Section 3. Numbers of samples/specimens not reported.,Ti91.1 Mo4.6 Sn3.3 Fe1
198,199,at_Ti-Nb-Ta-Zr-Mo,Ti19.00Nb19.00Ta21.00Zr21.00Mo20.00,71,10.1016/j.msec.2016.12.057,wang2017b,0,0,0,,,153,7,1390,75,,,8,2,,,31.52,stable,Ti-beta,Ti-beta2,,As-cast,Fabrication in a water-cooled copper hearth. Young modulus obtained via nanohardness (composition of E1 = 161 GPa and E2 = 133 GPa). Error in E assumed to be the highest among errors of individual phases. Strain is an average from Fig. 5,Ti19 Nb19 Ta21 Zr21 Mo20
199,200,at_Ti-8Mo-6Nb-4Zr,Ti82.13Mo7.98Nb5.93Zr3.96,72,10.1016/j.jmbbm.2015.12.023,nnamchi2016,1,0,0,128,10,72,,899,,,,12.3,,,,16.4,meta,Ti-alpha-dp,Ti-beta,,ST-WQ,Oxygen reported in Table 1. Average grain size reported in the text. Alloy with divergent behavior ignored. ,Ti82.13 Mo7.98 Nb5.93 Zr3.96
200,201,at_Ti-8Mo-5Nb-3Zr,Ti84.11Mo7.98Nb4.94Zr2.97,72,10.1016/j.jmbbm.2015.12.023,nnamchi2016,1,0,0,128,10,69,,947,,,,13.9,,,,16.19,meta,Ti-alpha-dp,Ti-beta,,ST-WQ,Oxygen reported in Table 1. Average grain size reported in the text. Alloy with divergent behavior ignored. ,Ti84.11 Mo7.98 Nb4.94 Zr2.97
201,202,at_Ti-8Mo-5Zr-3Nb,Ti84.04Mo7.98Nb2.96Zr5.02,72,10.1016/j.jmbbm.2015.12.023,nnamchi2016,1,0,0,128,10,52,,483,,,,10.7,,,,15.26,meta,Ti-alpha-dp,Ti-beta,,ST-WQ,Oxygen reported in Table 1. Average grain size reported in the text. Alloy with divergent behavior ignored. ,Ti84.04 Mo7.98 Nb2.96 Zr5.02
202,203,at_Ti-22Nb,Ti78.00Nb22.00,73,10.1016/j.msea.2012.09.012,zhang2013,0,0,1,,40,73,3,405,,694,,37,,181,5,9.91,near,Ti-beta,Ti-alpha-dp,,ST-WQ,ST at 800 deg C for 30 min followed by quenching into water at RT. Grain size roughly estimated from Fig. 3. UTS extracted from Fig. 5. Mechanical properties extracted from Fig. 6. Elastic modulus from Fig. 7. TSIM = 273 MPa,Ti78 Nb22
203,204,at_Ti-22Nb-1Mo,Ti77.00Nb22.00Mo1.00,73,10.1016/j.msea.2012.09.012,zhang2013,0,0,1,,20,87,2,452,,763,,35,,190,7,11.47,meta,Ti-beta,Ti-alpha-dp,,ST-WQ,ST at 800 deg C for 30 min followed by quenching into water at RT. Grain size roughly estimated from Fig. 3. UTS extracted from Fig. 5. Mechanical properties extracted from Fig. 6. Elastic modulus from Fig. 7. TSIM = 295 MPa,Ti77 Nb22 Mo1
204,205,at_Ti-22Nb-1Zr,Ti77.00Nb22.00Zr1.00,73,10.1016/j.msea.2012.09.012,zhang2013,0,0,1,,20,68,4,370,,629,,35,,184,2,9.83,near,Ti-beta,Ti-alpha-dp,,ST-WQ,ST at 800 deg C for 30 min followed by quenching into water at RT. Grain size roughly estimated from Fig. 3. UTS extracted from Fig. 5. Mechanical properties extracted from Fig. 6. Elastic modulus from Fig. 7. TSIM = 259 MPa,Ti77 Nb22 Zr1
205,206,at_Ti-22Nb-1Ta,Ti77.00Nb22.00Ta1.00,73,10.1016/j.msea.2012.09.012,zhang2013,0,0,1,,30,72,4,401,,617,,28,,189,4,10.36,meta,Ti-beta,Ti-alpha-dp,,ST-WQ,ST at 800 deg C for 30 min followed by quenching into water at RT. Grain size roughly estimated from Fig. 3. UTS extracted from Fig. 5. Mechanical properties extracted from Fig. 6. Elastic modulus from Fig. 7. TSIM = 286 MPa,Ti77 Nb22 Ta1
206,207,at_Ti-22Nb-1Sn,Ti77.00Nb22.00Sn1.00,73,10.1016/j.msea.2012.09.012,zhang2013,0,0,1,,50,65,3,503,,633,,27,,203,4,9.79,near,Ti-beta,Ti-alpha-dp,,ST-WQ,ST at 800 deg C for 30 min followed by quenching into water at RT. Grain size roughly estimated from Fig. 3. UTS extracted from Fig. 5. Mechanical properties extracted from Fig. 6. Elastic modulus from Fig. 7. TSIM = 328 MPa,Ti77 Nb22 Sn1
207,208,at_Ti-22Nb-1Si,Ti77.00Nb22.00Si1.00,73,10.1016/j.msea.2012.09.012,zhang2013,0,0,1,,50,69,2,540,,634,,21,,204,5,9.94,near,Ti-beta,Ti-alpha-dp,,ST-WQ,ST at 800 deg C for 30 min followed by quenching into water at RT. Grain size roughly estimated from Fig. 3. UTS extracted from Fig. 5. Mechanical properties extracted from Fig. 6. Elastic modulus from Fig. 7. TSIM = 345 MPa,Ti77 Nb22 Si1
208,209,at_Ti-22Nb-1Fe,Ti77.00Nb22.00Fe1.00,73,10.1016/j.msea.2012.09.012,zhang2013,0,0,1,,40,79,2,600,,820,,24,,250,5,12.69,meta,Ti-beta,Ti-alpha-dp,,ST-WQ,ST at 800 deg C for 30 min followed by quenching into water at RT. Grain size roughly estimated from Fig. 3. UTS extracted from Fig. 5. Mechanical properties extracted from Fig. 6. Elastic modulus from Fig. 7. TSIM = 346 MPa,Ti77 Nb22 Fe1
209,210,at_Ti-24Nb,Ti76.00Nb24.00,74,10.1016/j.msea.2011.12.103,li2012,0,0,1,,30,56,,202,,409,,27,,,,10.64,meta,Ti-beta,Ti-alpha-dp,,ST-WQ,"ST at 1073K for 3600s followed by quenching into water. Average grain size approx. 30 um (Fig. 1). YS, UTS and elongation obtained from Fig. 11. SIMT (and possibly superelasticity) occurs in this alloy. ",Ti76 Nb24
210,211,at_Ti-24Nb-2Zr,Ti74.00Nb24.00Zr2.00,74,10.1016/j.msea.2011.12.103,li2012,0,0,1,,30,59,,249,,487,,23,,,,10.49,meta,Ti-beta,,,ST-WQ,"ST at 1073K for 3600s followed by quenching into water. Average grain size approx. 30 um (Fig. 1). YS, UTS and elongation obtained from Fig. 11. SIMT (and possibly superelasticity) occurs in this alloy. ",Ti74 Nb24 Zr2
211,212,at_Ti-24Nb-4Zr,Ti72.00Nb24.00Zr4.00,74,10.1016/j.msea.2011.12.103,li2012,0,0,1,,30,60,,417,,542,,22,,,,10.33,meta,Ti-beta,,,ST-WQ,"ST at 1073K for 3600s followed by quenching into water. Average grain size approx. 30 um (Fig. 1). YS, UTS and elongation obtained from Fig. 11. SIMT (and possibly superelasticity) occurs in this alloy. ",Ti72 Nb24 Zr4
212,213,at_Ti-23Nb-2Zr-0.7Ta,Ti74.30Nb23.00Zr2.00Ta0.70,75,10.1016/j.actamat.2011.06.006,besse2011,1,0,1,,50,55,,280,,400,,33,,,,10.43,meta,Ti-beta,Ti-alpha-dp,,ST-WQ,ST at 850 deg C for 0.5 h in the beta-phase field and quenched in water. Average grain size roughly estimated from Fig. 1.,Ti74.3 Nb23 Zr2 Ta0.7
213,214,at_Ti-23Nb-2Zr-0.7Ta-1.2O,Ti74.30Nb23.00Zr2.00Ta0.70,75,10.1016/j.actamat.2011.06.006,besse2011,1,0,1,3219,30,60,,830,,880,,14,,,,10.43,meta,Ti-beta,,,ST-WQ,ST at 850 deg C for 0.5 h in the beta-phase field and quenched in water. Average grain size roughly estimated from Fig. 1.,Ti74.3 Nb23 Zr2 Ta0.7
214,215,at_Ti-12Ta-9Nb-6Zr-3V,Ti70.00Ta12.00Nb9.00Zr6.00V3.00,76,10.1126/science.1081957,saito2003,1,1,1,3500,,71.2,,849,,,,19.1,,,,11.54,meta,Ti-beta,,,ST-WQ,Data extracted from Figure 1a,Ti70 Ta12 Nb9 Zr6 V3
215,216,Ti-2Mo-2Al-2Fe,Ti89.17Mo4.81Al4.27Fe1.75,77,10.1016/j.msea.2015.08.028,li2015,1,1,0,540,75,,,670,,,,,,300,,12.74,meta,Ti-beta,Ti-omega,,ST-WQ,"ST at 850 deg C for 1 h. Grain size from the text (ref. Fig. 2). Cylindrical tensile specimens 6 x 30 mm, 5.10E-4 (s-1) strain rate. Stress-strain curves not reported, thus, it is impossible to infer Young or UTS.",Ti89.17 Mo4.81 Al4.27 Fe1.75
216,217,Ti-6Cr-3Sn,Ti93.11Cr5.65Sn1.24,78,10.2320/matertrans.M2011153,wadood2011,0,0,1,,300,,,294,,585,,41,,260,4,9.6,near,Ti-beta,,,ST-WQ,Elastic modulus not reported. Deformation from Fig. 3. Grain size not reported (Fig. 2 shows grains > 200 um). YS and UTS extracted from Fig. 4. Hardness from Fig. 9.,Ti93.11 Cr5.65 Sn1.24
217,218,Ti-7Cr-3Sn,Ti92.16Cr6.60Sn1.24,78,10.2320/matertrans.M2011153,wadood2011,0,0,1,,300,,,390,,639,,16,,270,3,11.2,meta,Ti-beta,,,ST-WQ,Elastic modulus not reported. Deformation from Fig. 3. Grain size not reported (Fig. 2 shows grains > 200 um). YS and UTS extracted from Fig. 4. Hardness from Fig. 9.,Ti92.16 Cr6.6 Sn1.24
218,219,Ti-8Cr-3Sn,Ti91.21Cr7.55Sn1.24,78,10.2320/matertrans.M2011153,wadood2011,0,0,1,,300,,,439,,620,,11,,272,5,12.8,meta,Ti-beta,,,ST-WQ,Elastic modulus not reported. Deformation from Fig. 3. Grain size not reported (Fig. 2 shows grains > 200 um). YS and UTS extracted from Fig. 4. Hardness from Fig. 9.,Ti91.21 Cr7.55 Sn1.24
219,220,Ti-9Cr-3Sn,Ti90.26Cr8.50Sn1.24,78,10.2320/matertrans.M2011153,wadood2011,0,0,1,,300,,,420,,622,,13,,275,9,14.4,meta,Ti-beta,,,ST-WQ,Elastic modulus not reported. Deformation from Fig. 3. Grain size not reported (Fig. 2 shows grains > 200 um). YS and UTS extracted from Fig. 4. Hardness from Fig. 9.,Ti90.26 Cr8.5 Sn1.24
220,221,Ti-7Mo-3Cr,Ti93.50Mo3.63Cr2.87,79,10.1016/j.scriptamat.2018.10.043,gao2018,0,1,0,,,,,563,,887,,46,,,,11.8,meta,Ti-beta,Ti-omega,,ST-WQ,Mechanical properties roughly estimated from Fig. 3,Ti93.5 Mo3.63 Cr2.87
221,222,Ti-7Mo-3Cr,Ti93.50Mo3.63Cr2.87,79,10.1016/j.scriptamat.2018.10.043,gao2018,0,1,0,,,,,961,,961,,0,,,,11.8,meta,Ti-beta,Ti-omega,,ST-AC,Mechanical properties roughly estimated from Fig. 3,Ti93.5 Mo3.63 Cr2.87
222,223,Ti-7Mo-3Cr-1Fe,Ti92.68Mo3.60Cr2.84Fe0.88,79,10.1016/j.scriptamat.2018.10.043,gao2018,0,1,0,,50,,,648,,924,,25,,,,14.55,meta,Ti-beta,Ti-omega,,ST-WQ,Average grain size roughly estimated from Fig. S1.,Ti92.68 Mo3.6 Cr2.84 Fe0.88
223,224,Ti-7Mo-3Cr-1Fe,Ti92.68Mo3.60Cr2.84Fe0.88,79,10.1016/j.scriptamat.2018.10.043,gao2018,0,1,0,,50,,,1210,,1245,,15,,,,14.55,meta,Ti-beta,Ti-omega,,ST-AC,Average grain size roughly estimated from Fig. S1.,Ti92.68 Mo3.6 Cr2.84 Fe0.88
224,225,Ti-34Nb-8Zr-1Fe,Ti71.93Nb22.10Zr5.00Fe0.97,80,10.3390/ma14133467,nocivin2021,1,1,0,1600,87,49,2,552,11,760,13,21,,,,12.19,meta,Ti-beta,,,ST-WQ,Data from the homogenized sample - ST at 950 deg C for 20 min then WQ. Hardness not reported. Grain size roughly estimated from Fig. 4,Ti71.93 Nb22.1 Zr5 Fe0.97
225,226,Ti-12Mo,Ti93.61Mo6.37Fe0.02,81,10.1080/21663831.2017.1350211,sun2017,1,1,0,600,39,84,3,480,,974,,40,,,,12.06,meta,Ti-beta,Ti-omega,,ST-WQ,Elastic modulus from the tensile tests (rectangular samples 4 x 0.5 mm). UTS estimated from Fig. 3. Average grain size roughly estimated from Fig. 4. Hardness not reported. ,Ti93.61 Mo6.37 Fe0.02
226,227,Ti-37Ta-26Hf-13Zr,Ti50.44Ta20.57Hf14.65Zr14.34,82,10.1038/srep37901,lin2016,0,0,0,,355,79,3,1001,108,1001,108,1.6,,381,8,8.14,near,Ti-beta,Ti-omega,,As-cast,Phases inferred from the analysis of  alloy id-232. Deformation from Figure S3.,Ti50.44 Ta20.57 Hf14.65 Zr14.34
227,228,Ti-40Ta-22Hf-12Zr,Ti53.76Ta21.63Hf12.06Zr12.55,82,10.1038/srep37901,lin2016,0,0,0,,335,72,2,1132,29,1160,28,2.8,,375,6,8.8,near,Ti-beta,Ti-omega,,As-cast,Phases inferred from the analysis of  alloy id-232. Deformation from Figure S3.,Ti53.76 Ta21.63 Hf12.06 Zr12.55
228,229,Ti-45Ta-18Hf-10Zr,Ti54.64Ta24.45Hf10.14Zr10.78,82,10.1038/srep37901,lin2016,0,1,0,,341,77,3,1114,61,1173,45,2.4,,360,6,9.9,near,Ti-beta,Ti-omega,,As-cast,Deformation from Figure S3.,Ti54.64 Ta24.45 Hf10.14 Zr10.78
229,230,Ti-10V-2Fe-3Al,Ti84.07V9.08Al5.25Fe1.61,83,10.1179/174328408X385773,neelakantan2009,1,0,1,1100,300,,,1050,,1300,,-33,,,,9.09,near,Ti-beta,Ti-alpha-p,Ti-alpha-dp,ST-AC,ST at 900 deg C for 60 min then He gas quenched at 10 deg C/min (Sample A). YS = second yield from Fig. 4. Sample evaluated in compression,Ti84.07 V9.08 Al5.25 Fe1.61
230,231,Ti-9Mo-6W,Ti93.35Mo4.93W1.72,84,10.1038/s41598-018-25899-3,gao2018b,0,1,0,,3.5,,,692,,1115,,33.5,,,,11.64,meta,Ti-beta,Ti-omega,,ST-WQ,"Sample 820-5M (ST at 820 deg C for 5 min, WQ). Grain size assumed to be an average between 1-6 um. Tensile samples with a gauge dimension of 3 mm x 12.5 mm x 1.5 mm",Ti93.35 Mo4.93 W1.72
231,232,Ti-12Mo,Ti93.63Mo6.37,85,10.1038/s41598-018-37865-0,mantri2019,0,1,0,,,,,400,,550,,35,,,,12,meta,Ti-beta,Ti-omega,,ST-WQ,"ST at 900 deg C for 30 min then WQ. Grain size not reported.Dog-bone shaped tensile specimens of gage length ~5 mm, width ~1 mm and thickness ~0.8 mm were used for the mechanical testing,",Ti93.63 Mo6.37
232,233,Ti-5Cu,Ti96.19Cu3.81,86,10.1016/j.matdes.2013.10.050,hayama2014,0,1,0,,,115,,791,32,890,13,1.4,0.2,318,21,0,rich,Ti-alpha,Ti2Cu,,As-cast,Copper mold rotating arm. Vickers hardness from Fig. 10. Elastic modulus (ultrasonic method) from Fig. 13. ,Ti96.19 Cu3.81
233,234,Ti-5Cu,Ti96.19Cu3.81,86,10.1016/j.matdes.2013.10.050,hayama2014,0,1,0,,,120,,592,8,648,45,3.8,2.6,239,21,0,rich,Ti-alpha,Ti2Cu,,ST-FC,ST at 900 deg C for 2 h then FC. Vickers hardness from Fig. 10. Elastic modulus (ultrasonic method) from Fig. 13. ,Ti96.19 Cu3.81
234,235,Ti-7Cu,Ti94.56Cu5.44,86,10.1016/j.matdes.2013.10.050,hayama2014,0,1,0,,,118,,863,57,895,68,0.1,0.1,333,12,0,rich,Ti-alpha,Ti2Cu,,As-cast,Copper mold rotating arm. Vickers hardness from Fig. 10. Elastic modulus (ultrasonic method) from Fig. 13. ,Ti94.56 Cu5.44
235,236,Ti-7Cu,Ti94.56Cu5.44,86,10.1016/j.matdes.2013.10.050,hayama2014,0,1,0,,,112,,522,46,660,52,3.5,0.8,224,16,0,rich,Ti-alpha,Ti2Cu,,ST-FC,ST at 900 deg C for 2 h then FC. Vickers hardness from Fig. 10. Elastic modulus (ultrasonic method) from Fig. 13. ,Ti94.56 Cu5.44
236,237,Ti-15Cu,Ti88.27Cu11.73,86,10.1016/j.matdes.2013.10.050,hayama2014,0,1,0,,,120,,666,97,666,97,0,0,382,29,0,rich,Ti-alpha,Ti2Cu,,As-cast,Copper mold rotating arm. Vickers hardness from Fig. 10. Elastic modulus (ultrasonic method) from Fig. 13. ,Ti88.27 Cu11.73
237,238,Ti-15Cu,Ti88.27Cu11.73,86,10.1016/j.matdes.2013.10.050,hayama2014,0,1,0,,,121,,541,57,676,39,2.9,0.4,224,9,0,rich,Ti-alpha,Ti2Cu,,ST-FC,ST at 900 deg C for 2 h then FC. Vickers hardness from Fig. 10. Elastic modulus (ultrasonic method) from Fig. 13. ,Ti88.27 Cu11.73
238,239,Ti-15Mo,Ti91.70Mo8.30,87,10.1016/j.msea.2009.12.050,min2010,1,1,0,1050,130,,,439,,714,,49,,,,15.36,meta,Ti-beta,Ti-omega,,ST-WQ,St at 900 deg C for 1 g then WQ. Oxygen content from Table 1. ,Ti91.7 Mo8.3
239,240,Ti-15Mo-1Fe,Ti91.63Mo8.30Fe1.07,87,10.1016/j.msea.2009.12.050,min2010,1,1,0,920,130,,,837,,837,,19,,,,18.5,meta,Ti-beta,Ti-omega,,ST-WQ,St at 900 deg C for 1 g then WQ. Oxygen content from Table 1. ,Ti91.63 Mo8.3 Fe1.07
240,241,Ti-6Cr-5Mo-5V-4Al,Ti80.79Cr5.25Mo2.35V4.52Al6.98Fe0.07Si0.005,88,10.1016/j.jallcom.2012.09.140,li2013,1,0,0,890,50,,,873,,875,,22,,,,13.36,meta,Ti-beta,,,ST-AC,ST at 800 deg C for 30 min and AC.,Ti80.79 Cr5.25 Mo2.35 V4.52 Al6.98 Fe0.07 Si0.005
241,242,Ti-30Nb-13Ta-5Zr,Ti70.45Nb21.42Ta4.69Zr3.44,89,10.1016/j.jmbbm.2012.01.011,narita2012,1,1,0,780,15,61,2,521,3,554,3,27,2,175,2,11.4,meta,Ti-beta,,,ST-WQ,"As-ST sample, ST at 740 deg C for 1 h then WQ. Grain size reported in section 3.1. Hardness from Fig. 7. Young modulus from Fig. 8. Other mechanical properties from Fig. 9. ",Ti70.45 Nb21.42 Ta4.69 Zr3.44
242,243,Ti-24Nb-2Zr-1Sn,Ti83.84Nb14.04Zr1.51Sn0.61,90,10.1016/j.jmbbm.2013.07.007,kent2013,0,0,0,,275,75,4,499,5,646,5,2,,,,6.61,near,Ti-alpha-dp,Ti-beta,,ST-WQ,Alloy A. Mechanical properties estimated based on Fig. 5. Strength errors assumed to be near 5 MPa. Elongation from the hot rolled specimens.,Ti83.84 Nb14.04 Zr1.51 Sn0.61
243,244,Ti-24Nb-3Zr-2Sn-3Mo,Ti80.64Nb14.93Zr1.74Sn0.91Mo1.78,90,10.1016/j.jmbbm.2013.07.007,kent2013,0,0,0,,175,72,3,534,5,673,5,5,,,,9.84,near,Ti-beta,,,ST-WQ,Alloy B. Mechanical properties estimated based on Fig. 5. Strength errors assumed to be near 5 MPa. Elongation from the hot rolled specimens.,Ti80.64 Nb14.93 Zr1.74 Sn0.91 Mo1.78
244,245,Ti-25Nb-3Zr-2Sn-5Mo,Ti78.40Nb15.33Zr1.97Sn0.98Mo3.32,90,10.1016/j.jmbbm.2013.07.007,kent2013,0,0,0,,175,68,3,491,5,618,5,7,,,,12.39,meta,Ti-beta,,,ST-WQ,Alloy C. Mechanical properties estimated based on Fig. 5. Strength errors assumed to be near 5 MPa. Elongation from the hot rolled specimens.,Ti78.4 Nb15.33 Zr1.97 Sn0.98 Mo3.32
245,246,Ti-10Nb-3Fe,Ti91.85Nb5.44Fe2.71,91,10.1016/j.jmbbm.2015.02.030,chaves2015,1,1,0,1520,,77,6,,,,,,,479,4,11.49,meta,Ti-beta,Ti-omega,,As-cast,Dynamic modulus characterization. ,Ti91.85 Nb5.44 Fe2.71
246,247,Ti-15Nb-3Fe,Ti88.84Nb8.37Fe2.79,91,10.1016/j.jmbbm.2015.02.030,chaves2015,1,0,0,1960,,71,4,,,,,,,411,5,12.91,meta,Ti-beta,Ti-omega,,As-cast,Dynamic modulus characterization. Omega-phase presence inferred from other compositions of the same study. ,Ti88.84 Nb8.37 Fe2.79
247,248,Ti-20Nb-3Fe,Ti85.67Nb11.47Fe2.86,91,10.1016/j.jmbbm.2015.02.030,chaves2015,1,0,0,1600,,67,5,,,,,,,326,3,14.3,meta,Ti-beta,Ti-omega,,As-cast,Dynamic modulus characterization. Omega-phase presence inferred from other compositions of the same study. ,Ti85.67 Nb11.47 Fe2.86
248,249,Ti-25Nb-3Fe,Ti82.33Nb14.73Fe2.94,91,10.1016/j.jmbbm.2015.02.030,chaves2015,1,1,0,1820,,65,6,,,,,,,289,3,15.7,meta,Ti-beta,Ti-omega,,As-cast,Dynamic modulus characterization. ,Ti82.33 Nb14.73 Fe2.94
249,250,Ti-7Mo-1Fe,Ti95.21Mo3.89Fe0.89,92,10.1016/S0142-9612(01)00233-2,lin2002,0,1,0,,47,111,,,,1902,,,,435,,10.39,meta,Ti-beta,Ti-omega,,As-cast,"Vacuum-pressure type casting system, U-shaped copper hearth. 3-point bending tests at 0.5 mm/s with 36 x 5 x 1 mm specimens. ",Ti95.21 Mo3.89 Fe0.89
250,251,Ti-7Mo-3Fe,Ti93.41Mo3.91Fe2.68,92,10.1016/S0142-9612(01)00233-2,lin2002,0,1,0,,23,85,,,,2201,,,,382,,16.2,meta,Ti-beta,Ti-omega,,As-cast,"Vacuum-pressure type casting system, U-shaped copper hearth. 3-point bending tests at 0.5 mm/s with 36 x 5 x 1 mm specimens. ",Ti93.41 Mo3.91 Fe2.68
251,252,Ti-7Mo-5Fe,Ti91.60Mo3.92Fe4.49,92,10.1016/S0142-9612(01)00233-2,lin2002,0,0,0,,19,89,,,,1994,,,,347,,22.01,meta,Ti-beta,Ti-omega,,As-cast,"Vacuum-pressure type casting system, U-shaped copper hearth. 3-point bending tests at 0.5 mm/s with 36 x 5 x 1 mm specimens. Omega-phase inferred from other compositions in the same study.",Ti91.6 Mo3.92 Fe4.49
252,253,Ti-7Mo-7Fe,Ti89.77Mo3.93Fe6.30,92,10.1016/S0142-9612(01)00233-2,lin2002,0,0,0,,14,98,,,,1851,,,,367,,27.8,meta,Ti-beta,Ti-omega,,As-cast,"Vacuum-pressure type casting system, U-shaped copper hearth. 3-point bending tests at 0.5 mm/s with 36 x 5 x 1 mm specimens. Omega-phase inferred from other compositions in the same study.",Ti89.77 Mo3.93 Fe6.3
253,254,Ti-8Fe-8Ta,Ti90.39Fe7.31Ta2.30Zr0.01,93,10.1016/j.msec.2005.04.004,kuroda2005,1,0,0,690,,,,914,10,1058,10,10,,327,,24.76,meta,Ti-beta,,,ST-WQ,ST at beta-transus + 50 degC for 1 h then WQ. Hardness from Fig. 5. Tensile properties from Fig. 7. Elongation reported in the abstract. ,Ti90.39 Fe7.31 Ta2.3 Zr0.01
254,255,Ti-8Fe-8Ta-4Zr,Ti88.41Fe7.36Ta2.32Zr1.91,93,10.1016/j.msec.2005.04.004,kuroda2005,1,0,0,370,,,,934,10,1054,10,10,,331,,24.52,meta,Ti-beta,,,ST-WQ,ST at beta-transus + 50 degC for 1 h then WQ. Hardness from Fig. 5. Tensile properties from Fig. 7. Elongation reported in the abstract. ,Ti88.41 Fe7.36 Ta2.32 Zr1.91
255,256,Ti-10Fe-10Ta-4Zr,Ti85.36Fe9.58Ta2.99Zr2.08,93,10.1016/j.msec.2005.04.004,kuroda2005,1,0,0,450,,,,966,10,1086,10,6,,338,,31.21,stable,Ti-beta,,,ST-WQ,ST at beta-transus + 50 degC for 1 h then WQ. Hardness from Fig. 5. Tensile properties from Fig. 7. Elongation reported in the abstract. ,Ti85.36 Fe9.58 Ta2.99 Zr2.08
256,257,Ti-25Nb-5Mo-3Sn-2Fe-0.2O,Ti78.31Nb15.34Mo2.96Sn1.38Fe2.00,94,10.1002/adem.201901229,manshadi2020,1,0,0,2800,32,72,,,,621,,3.8,,,,17.56,meta,Ti-beta,Ti-alpha,,PM-FC,PM with hydride de-hydide (HDH) Ti and gas atomized (GA) solutes. Sintering at 1350 deg C followed by FC. Grain size roughly estimated from Fig. 1. Density > 90%. ,Ti78.31 Nb15.34 Mo2.96 Sn1.38 Fe2
257,258,Ti-25Nb-5Mo-3Sn-2Fe-0.3O,Ti78.39Nb15.26Mo2.92Sn1.39Fe2.03,94,10.1002/adem.201901229,manshadi2020,1,0,0,3600,50,75,,,,682,,7.2,,,,17.56,meta,Ti-beta,Ti-alpha,,PM-FC,PM with hydride de-hydide (HDH) Ti and gas atomized (GA) solutes. Sintering at 1350 deg C followed by FC. Grain size roughly estimated from Fig. 1. Density > 90%. ,Ti78.39 Nb15.26 Mo2.92 Sn1.39 Fe2.03
258,259,Ti-25Nb-5Mo-3Sn-2Fe-0.6O,Ti78.38Nb15.37Mo2.86Sn1.35Fe2.04,94,10.1002/adem.201901229,manshadi2020,1,0,0,5700,38,74,,,,610,,0,,,,17.54,meta,Ti-beta,Ti-alpha,,PM-FC,PM with hydride de-hydide (HDH) Ti and gas atomized (GA) solutes. Sintering at 1350 deg C followed by FC. Grain size roughly estimated from Fig. 1. Density > 90%. UTS roughly estimated from Fig. 3. Sample showed no ductility. ,Ti78.38 Nb15.37 Mo2.86 Sn1.35 Fe2.04
259,260,Ti-15Mo-3Al-1O,Ti86.49Mo7.89Al5.61,95,10.1088/2053-1591/abcb3e,xu2020,1,0,0,10000,300,,,1203,88,,,-43,,376,5,12,meta,Ti-beta,,,ST-AC,"ST at 1200 deg C for 2 h, cooling not specified (assumed AC). Compression tests in speciments with D = 4 mm x 6 mm.  Grain size roughly esitmated based on Fig. 4b. Hardness from Fig. 7. ",Ti86.49 Mo7.89 Al5.61
260,261,Ti-29Nb-2Mo-6Zr,Ti86.48Nb10.57Mo0.69Zr2.27,96,10.1016/j.jallcom.2019.153078,nunes2020,0,0,0,,315,79,1,,,,,,,297,3,6.32,near,Ti-beta,Ti-alpha-dp,,ST-WQ,"Cold rolled 90%, ST at 950 deg C for 1 h then WQ. Grain size from Fig. 3d. Alpha-dp presence disputed. ",Ti86.48 Nb10.57 Mo0.69 Zr2.27
261,262,Ti-12Mo-3Nb,Ti91.86Mo6.47Nb1.67,97,10.1016/j.jallcom.2011.11.035,gabriel2012,0,0,0,,112,105,,449,2,747,10,42,1,,,12.84,meta,Ti-beta,,,ST-WQ,ST at 950 deg C for 1 h then quenched in water. Grain size roughly estimated from Fig. 2. Mechanical properties extracted from Fig. 3. ,Ti91.86 Mo6.47 Nb1.67
